"Texto","Target"
" one wildest things reading rousseau's confessions quickly proudly dude admits submissive bed like page 15 like oh btw love dominant women also used misbehave purpose hot nanny spank ","sexual-violence"
" made look sound like dumb blonde ","stereotyping-dominance"
" excited first lady amazing goodbye awful mail order aging trophy wife now ","objectification"
" tell minnion munchkin hollywood want barbie trophy wife back ","stereotyping-dominance"
" 40 say found report 44 women founders say harassed said harassed 43 say harassment occurred within last year ","non-sexist"
" joe biden seriously wants good job wants help wants good us u s trump will remembered man almost blew biden will one one talk us ledge hope ","non-sexist"
" label grossly compromised also feminism even new early scholars dealt time bad might think harmless advocates agenda gradually one slips till irredeemable ","ideological-inequality"
" gerry write example trying witty also call honey incredibly sexist ","non-sexist"
" consider near 150k likes comments full young girls relating look username decorations room watching best case women pretending tied raped eight years old damage clear chance kids ","sexual-violence"
" hate driving oregon grown ass woman pump damn gas hey kids y'all ever wonder shipbuilding industry dead cheer baby ","non-sexist"
" think break ","non-sexist"
" shitting men job titles just share nice support women whatever jobs get bread enjoy make gives fuck ","non-sexist"
" amp now women looking men holding jobs men used hold amp legislated women hold certain jobs read book answers trust ","non-sexist"
" simple empowering fir women make porn sell make living men enjoy watching sexist pigs ","objectification"
" guy dey play victim card niiithunder fire ","non-sexist"
" women want man woman man single see women show interest day shows woman boom face dms trying slide men want hoes even cheat woman slutbag ","stereotyping-dominance"
" abusence clean drinking water buikwe district responsible increased cases women say walk long journeys looking clean get tired fail please husbands bed men spank ","stereotyping-dominance"
" believe expression strong empowered woman expressing world view global warming metaphor truth justice ","non-sexist"
" difference dark humour expense marginalized groups men marginalized group ","non-sexist"
" get premier says never forget disbands violence women committee true ","ideological-inequality"
" every single black widow comic world showcased sexy feminine attractive woman lipstick high heels guys hideous widow skins please stop foolishness ","objectification"
" wear day dress short skirt sometimes without panties sometimes plug ","sexual-violence"
" wish 2021 find mythical cock carousel ride ","non-sexist"
" fat ","non-sexist"
" given moment — perfect equality hard define sustain — allow pendulum swing back forth us ","non-sexist"
" appearance michigan complete laughing stock please keep coming entertainment drunk girl messy hairdo classic ","non-sexist"
" ain't chief black women frequently positive hiv cases ","misogyny-non-sexual-violence"
" cunt downstairs phone tins popping fuck going authorities going anything fucking crimes essex much fucking cocaine buying people buying authority authority ","non-sexist"
" saleing plan b pregnant ","non-sexist"
" hard finding women like y'all hit belt time ","misogyny-non-sexual-violence"
" call feminist feminists antifa part antifa movement ","ideological-inequality"
" watching movie numerous times mother early 80s one fondest memories favorite line alcoholic secretary slurring girl ","non-sexist"
" keeping hold whitley's hips weiss begin bucking thrust cock brother's tight hole repeatedly thrust hips clapping plump ass already getting quite loud thought said small whitley tease ","sexual-violence"
" spank love dating contact profile link vancouver amateur mature love women horny glasgow encounters sexdating adult hot casual escorts girls sex brisbane reykjavik sexchat boobs wien uk_sex san jose sexting girl ","sexual-violence"
" see just going popular culture amp verified facts amp bear mind majority amp prominent feminists capitalists socialists marxist feminism really nothing socialism marxism amp defiantly anti capitalism ","ideological-inequality"
" deserve ","non-sexist"
" amenhappy new year star girl ","non-sexist"
" kinda really shit people perceived men shop women's section without getting weird looks will come day shop sections people shop wear want hope ","non-sexist"
" skin us politics game problem folk use ad hominem attacks one woman support another woman just virtue signalling woke misogynist still sorting women madonna whore piles ","misogyny-non-sexual-violence"
" end 2020 still someone messaging people dating sites grow already find man woman dog leave alone want live head rent free fuck ","non-sexist"
" hot cock amp ass tease w fabio darko stagevisit us thousands videos gt ","non-sexist"
" intersectional feminists gave mind name inclusivity ","ideological-inequality"
" wait thought bc people calling gold digger bc compared lady bee movie ","misogyny-non-sexual-violence"
" sure 100 women rather look like like looked mirror lately attacking anybody's appearance seek professional help ","non-sexist"
" just laughs founder gilbert rozon acquitted rape indecent assault trial cbc newsfourteen complaints two prosecuted now acquitted justice women ","non-sexist"
" timmie drop kicked called ugly ","non-sexist"
" dick look like dick face diaper make sure one standing within you lie bitch camera ","non-sexist"
" men just climb top women choose let men inside held responsible also woman get pregnant ovulating men know women ","stereotyping-dominance"
